artist,tags
Justin Martin,"House, electronic, deep house, techno, dance"
Mare,"Sludge, black metal, experimental, doom metal, metal"
Celia Cruz,"salsa, latin, cuban, female vocalists, spanish"
Solomun,"deep house, minimal, tech house, Progressive House, diynamic"
The King Blues,"ska, seen live, punk, reggae, folk"
Feridun Düzağaç,"turkish rock, turkish, soft rock, alternative, rock"
Kardeş Türküler,"folk, turkish, ethnic, kurdish, world"
Overmono,"techno, uk bass, electronic, Rave, idm"
Crazy P,"House, electronic, electronica, funky house, funk"
Theory of a Deadman,"rock, alternative rock, post-grunge, hard rock, alternative"
Maceo Plex,"House, tech house, electronic, deep house, electronica"
Lounge Café,"lounge, Smooth Jazz, chillout, jazz, piano"
As1,"electro, electronic, nu electro, e-l-e-c-t-r-o, experimental"
Black Alien,"rap, Hip-Hop, ragga, brazilian, brazil"
The Mercury Program,"post-rock, instrumental, math rock, indie, post rock"
Cinderella,"hard rock, hair metal, Glam Metal, 80s, rock"
Acid Pauli,"techno, experimental, electronic, seen live, deep house"
Silkworm,"indie rock, post-punk, indie, Lo-Fi, rock"
Korallreven,"electronic, chillout, balearic, indie, Dreamy"
Melita,"folk, female vocalists, acoustic, positive, Acoustic Folk"
Mr Twin Sister,"dream pop, indie pop, indie, chillwave, lounge"
Peter Sarstedt,"folk, 60s, singer-songwriter, british, rock"
Jessica Simpson,"pop, female vocalists, dance, Jessica Simpson, female"
Rapeman,"noise rock, post-punk, math rock, post-hardcore, noise"
Danny!,"Hip-Hop, underground hip-hop, hip hop, indie, rap"
Alexandrina,"jazz, Romanian, female vocalists, piano, seen live"
Kadim Al Sahir,"arabic, iraq, pop, iraqi, world"
Designer Drugs,"electronic, electro, new rave, dance, designer electro"
土屋安娜,"japanese, JPop, rock, beautiful, Asian"
The Crystals,"60s, pop, oldies, soul, female vocalists"
Ben Frost & Daníel Bjarnason,"ambient, contemporary classical, icelandic, experimental, modern classical"
Country Joe & The Fish,"Psychedelic Rock, psychedelic, 60s, classic rock, rock"
Argy,"minimal, techno, electronic, electro, tech house"
Dela,"Hip-Hop, Jazz Hop, instrumental hip-hop, soul, jazzy hip-hop"
Far East Movement,"Hip-Hop, electronic, electro hop, rap, hip hop"
Ola Podrida,"folk, singer-songwriter, indie folk, indie, acoustic"
Los Gatos Negros,"plan-it-x, alternative, folk punk, seen live, ska"
Empusae,"industrial, dark ambient, Rhythmic Noise, noise, electronic"
Afgrund,"grindcore, Crust, swedish, crustgrind, seen live"
Sabrina Carpenter,"pop, alternative, indie pop, folk, pop rock"
Oh No Ono,"seen live, danish, indie rock, indie pop, indie"
Al Di Meola and Friends,"jazz, Fusion, guitar, jazz fusion, instrumental"
Wang Chung,"80s, new wave, pop, british, pop rock"
Dataman,"minimal, techno, ambient, idm, electronic"
Dunian,"chillwave, Lo-Fi, electronic, abstract, dubstep"
Francis Lai,"Soundtrack, french, instrumental, piano, lounge"
loopinho,"noise, trance, chill, experimental, electro"
Andrew Bird's Bowl of Fire,"jazz, indie, swing, folk, singer-songwriter"
June Madrona,"folk, acoustic, indie, singer-songwriter, guitar"
Cem Karaca,"anadolu rock, turkish, turkish rock, anatolian rock, rock"
Steel Train,"seen live, indie, indie rock, folk, jam band"
The Contours,"soul, motown, rhythm and blues, 60s, oldies"
Novembre,"doom metal, Progressive metal, Gothic Metal, death metal, metal"
"Royce da 5'9""","Hip-Hop, rap, detroit, underground hip-hop, hip hop"
Toots & The Maytals,"reggae, ska, rocksteady, roots reggae, roots"
The Gits,"punk, Oi, Grunge, riot grrrl, street punk"
Vaccine,"dubstep, powerviolence, hardcore, electronic, Grime"
Death in June & Boyd Rice,"neofolk, apocalyptic folk, dark folk, experimental, industrial"
Alice Phoebe Lou,"folk, singer-songwriter, seen live, south africa, jazz"
Mickey 3D,"french, rock, chanson francaise, rock francais, indie"
Perfect Pussy,"noise rock, punk, seen live, indie, rock"
S.O.B.,"grindcore, thrashcore, hardcore punk, hardcore, japanese"
Perrey & Kingsley,"moog, electronic, space age pop, lounge, instrumental"
The Halo Benders,"indie rock, Lo-Fi, indie, k records, alternative"
Toto Cutugno,"italian, pop, 80s, italian pop, Toto Cutugno"
Cannabis Corpse,"death metal, Brutal Death Metal, parody, Smoking music, comedy"
Space,"electronic, britpop, synthpop, indie, 80s"
Swollen Members,"Hip-Hop, rap, hip hop, Canadian, underground rap"
Candlemass,"doom metal, Traditional Doom Metal, heavy metal, metal, swedish"
120 Days,"seen live, indie, norwegian, space rock, electronic"
Ty,"Hip-Hop, hip hop, ninja tune, UK hip-hop, british"
Erik Enocksson,"ambient, instrumental, swedish, Melancholism, folk"
Hilmar Örn Hilmarsson & Sigur Rós,"icelandic, ambient, post-rock, Soundtrack, instrumental"
Das Kombinat,"industrial, minimal synth, electro, techno, minimal"
Gianmaria Testa,"italian, singer-songwriter, cantautori, acoustic, world"
Black Time,"Garage Punk, Garage Rock, Lo-Fi, Trash, punk"
the Chemodan,"underground hip-hop, Hip-Hop, rap, russian underground rap, underground rap"
Kankick,"instrumental hip-hop, Hip-Hop, underground hip-hop, producer, hip hop"
Charles-Valentin Alkan,"Classical, piano, romantic, french, classique"
The Green Arrows,"zimbabwe, african, jit, afro-pop, hardcore"
梅林茂,"Soundtrack, japanese, Classical, instrumental, ambient"
Cloudland Canyon,"psychedelic, drone, experimental, ambient, shoegaze"
分島花音,"japanese, cello, female vocalists, neoclassical, Classical"
Urge Overkill,"rock, alternative rock, alternative, 90s, Soundtrack"
Bottomless Pit,"indie rock, chicago, indie, rock, alternative rock"
Semisonic,"rock, alternative, alternative rock, 90s, indie"
Afrirampo,"noise rock, japanese, experimental, noise, Avant-Garde"
Daab,"reggae, polish, polish reggae, dub, roots reggae"
Niños Mutantes,"spanish indie pop, indie pop, indie, indie rock, spanish"
Sick Puppies,"alternative rock, rock, alternative, hard rock, australian"
Jori Hulkkonen,"electronic, House, finnish, techno, seen live"
Das Ich,"industrial, darkwave, ebm, Gothic, german"
Smoke,"Stoner Rock, psychedelic, rock, reggae, Drum and bass"
Total Control,"post-punk, synth punk, punk, Garage Rock, Garage Punk"
Wandl,"seen live, instrumental, austrian, Hip-Hop, hip hop"
Austin Lace,"belgian, pop, indie pop, seen live, Belge"
Hem,"folk, Alt-country, female vocalists, americana, indie"
Oh No Oh My,"indie, indie pop, indie rock, seen live, folk"
Pete & The Pirates,"indie rock, indie, seen live, british, indie pop"
The Wolfgang Press,"post-punk, 4ad, Gothic, alternative, 80s"
The Hood Internet,"mashup, electronic, Hip-Hop, remix, seen live"
Sisters of Mercy,"Gothic Rock, post-punk, Gothic, 80s, goth"
Backworld,"neofolk, dark folk, apocalyptic folk, folk, ethereal"
Alan Braxe & Fred Falke,"House, electronic, french house, french, electro"
Frontside,"metalcore, polish, hardcore, deathcore, metal"
Junior Brielle,"swedish, synthpop"
Totalselfhatred,"depressive black metal, black metal, atmospheric black metal, finnish, melancholic"
The Aquabats,"ska, seen live, ska punk, punk, fun"
Woodpigeon,"Canadian, folk, indie folk, seen live, indie"
Fernando Delgadillo,"trova, cantautor, trova mexicana, mexico, singer-songwriter"
Strawberry Alarm Clock,"psychedelic, Psychedelic Rock, 60s, classic rock, rock"
Time Toy,"athens, 40watt Club"
The Ataris,"punk, punk rock, rock, pop punk, emo"
Lovers Lane,"chillout, ambient, lounge, electronic, cafe del mar"
Habib Koité & Bamada,"african, mali, world, World Music, africa"
Goldie Lookin' Chain,"seen live, Hip-Hop, rap, comedy, welsh"
McCoy Tyner,"jazz, piano, jazz piano, Hard Bop, bebop"
Atomic Kitten,"pop, female vocalists, british, Girl Groups, britpop"
Aliceffekt,"8-bit, electronic, glitch, chipcore, ambient"
The Beat,"ska, two-tone, new wave, 80s, british"
Tuatha de Danann,"folk metal, celtic metal, brazilian, celtic, metal"
Pity Sex,"shoegaze, emo, indie, Lo-Fi, post-punk"
Acid Witch,"doom metal, death metal, psychedelic, Death Doom Metal, death-doom metal"
Patrick Cowley,"Disco, Hi-NRG, Italo Disco, electronic, 80s"
Вторые Брюки,"russian, rock, psychedelic, art rock, Psychedelic Rock"
Skinshape,"trip-hop, downtempo, chillout, electronic, experimental"
Pascal Pinon,"icelandic, folk, Lo-Fi, acoustic, folktronica"
Crywank,"folk punk, sadcore, anti-folk, Lo-Fi, outsider"
Ferenc,"minimal, Kompakt, techno, electronic, minimal techno"
Yma Sumac,"exotica, female vocalists, mambo, Peru, world"
Hocus Pocus,"Hip-Hop, french, Jazz Hop, rap, hip hop"
Teeth of the Sea,"post-rock, psychedelic, ambient, experimental, drone"
Robert Plant & Alison Krauss,"folk, bluegrass, folk rock, rock, americana"
The Infinity Project,"psytrance, goa, ambient, psychedelic, psychill"
UMEK,"techno, minimal, electronic, electro, electronica"
GAK,"idm, electronic, experimental, techno, Warp"
Bailter Space,"shoegaze, noise rock, New Zealand, indie rock, post-punk"
Dizzy Mizz Lizzy,"rock, danish, hard rock, 90s, seen live"
Burnt Friedman & Jaki Liebezeit,"experimental, dub, jazz, electronic, chillout"
Bosse-de-Nage,"black metal, atmospheric black metal, Post-Black Metal, post-rock, USBM"
Jordaan Mason & the Horse Museum,"folk, Lo-Fi, experimental, indie folk, freak folk"
Faderhead,"ebm, futurepop, electronic, synthpop, electro"
Photodementia,"electro, electronic, techno, idm, synth"
Shinichi Osawa,"electronic, House, japanese, electro, electronica"
Christopher Cross,"soft rock, 80s, pop, singer-songwriter, yacht rock"
Amanda Lear,"Disco, female vocalists, 70s, pop, dance"
The Holocaust,"underground rap, underground hip-hop, Hip-Hop, rap, underground"
Bass Communion,"ambient, experimental, dark ambient, drone, steven wilson"
John Dahlbäck,"House, electronic, minimal, techno, electro"
The Bilinda Butchers,"dream pop, shoegaze, indie, bedroom pop, dreamwave"
Billow Observatory,"ambient, drone, electronic, electronica, post-rock"
Vanessa-Mae,"instrumental, Classical, violin, neoclassical, electronic"
Midori Hirano,"ambient, japanese, electronic, experimental, electronica"
Applescal,"techno, minimal, electronic, minimal techno, neotrance"
Darkbuster,"punk, punk rock, boston, ska punk, OI Punk"
Thavius Beck,"Hip-Hop, experimental, abstract hip-hop, electronic, experimental hip-hop"
Ásgeir,"icelandic, indie, singer-songwriter, seen live, indie pop"
Kid Spatula,"idm, electronic, experimental, planet mu, electronica"
Iron Mask,"Power metal, neo-classical metal, heavy metal, speed metal, metal"
Yngwie Malmsteen,"guitar virtuoso, heavy metal, Power metal, metal, guitar"
Floex,"electronic, ambient, nu-jazz, chillout, Czech"
After the Burial,"metalcore, deathcore, Progressive Metalcore, mathcore, Progressive"
Finley Quaye,"reggae, chillout, indie, singer-songwriter, pop"
Exile,"j-pop, japanese, Hip-Hop, Drum and bass, JPop"
Мегаполис,"russian rock, russian, soft rock, indie, electropop"
Simon Scott,"ambient, drone, post-rock, instrumental, atmospheric"
The British Expeditionary Force,"ambient, electronic, post-rock, indie electro, seen live"
Oxes,"math rock, instrumental, post-rock, noise rock, seen live"
Kotiteollisuus,"seen live, finnish, metal, heavy metal, finnish metal"
JJ DOOM,"Hip-Hop, underground hip-hop, rap, mf doom, hip hop"
The Necks,"jazz, experimental, ambient, instrumental, minimalistic"
Delac,"electronica, pop, ambient, downtempo"
Desireless,"80s, new wave, french, synthpop, Disco"
Diaframma,"new wave, post-punk, italian, 80s, rock"
The Shirelles,"60s, oldies, pop, female vocalists, Girl Groups"
Wildbirds & Peacedrums,"seen live, experimental, freak folk, swedish, folk"
Kazım Koyuncu,"turkish, folk, folk rock, turkish folk, karadeniz"
Diabo Na Cruz,"portuguese, folk, rock, seen live, alternative"
Don Carlos,"reggae, roots reggae, dub, roots, Rasta"
Joshua Redman,"jazz, saxophone, Fusion, jazz saxophone, Tenor Sax"
Septic Flesh,"death metal, symphonic death metal, atmospheric death metal, Melodic Death Metal, seen live"
Carlos Gardel,"tango, argentina, tango argentino, latin, oldies"
Nosferatu D2,"rock, audio antihero, indie, british, alternative"
David Usher,"Canadian, alternative, rock, singer-songwriter, pop"
Des'ree,"soul, pop, female vocalists, rnb, 90s"
Hedwig And The Angry Inch,"Soundtrack, rock, glam rock, musical, Soundtracks"
Excision,"dubstep, darkstep, electronic, Grime, dark"
Elmer Bernstein,"Soundtrack, composer, instrumental, Classical, score"
Jahdan Blakkamoore,"dubstep, reggae, dancehall, dub, electronic"
Fursaxa,"freak folk, experimental, drone, New Weird America, psych-folk"
Lalah Hathaway,"soul, female vocalists, Neo-Soul, rnb, jazz"
Green Velvet,"techno, House, electronic, electro, seen live"
Etnica,"psytrance, goa, Goa Trance, psychedelic, psychedelic trance"
Artesia,"ethereal, neoclassical, darkwave, dark ambient, ambient"
Rebelution,"reggae, dub, california reggae, chill, California"
Nu:Tone,"Drum and bass, liquid funk, Hospital Records, dnb, Drum n Bass"
Bobbie Gentry,"country, female vocalists, soul, 60s, 70s"
'Til Tuesday,"new wave, 80s, female vocalists, pop, Aimee Mann"
Old Time Relijun,"experimental, noise rock, Lo-Fi, seen live, indie rock"
Texas Is the Reason,"emo, post-hardcore, indie, indie rock, alternative"
xbxrx,"noise rock, experimental, noise, punk, noisecore"
Chaos in the CBD,"House, deep house, electronic, New Zealand, post-dubstep"
Crime In Stereo,"melodic hardcore, hardcore, seen live, hardcore punk, punk"
Demigod,"death metal, old school death metal, finnish, finnish death metal, Technical Death Metal"
Stephan Micus,"ambient, world, World Music, ECM, world fusion"
Incolumis,"trance, progressive trance, deep tech-trance, electronica, techno"
John Paesano,"Soundtrack, composer, video game music, Classical, instrumental"
The Lounge Lizards,"jazz, Avant-Garde, no wave, Fusion, acid jazz"
Detritus,"idm, industrial, breakcore, downtempo, Drum and bass"
Fyrdung,"black metal, RAC, nsbm, swedish, vikingarock"
Las Pelotas,"Rock Argentino, rock, argentina, rock argento, seen live"
Depth Charge,"trip-hop, electronic, big beat, experimental, electronica"
Planetary Assault Systems,"techno, minimal techno, electronic, detroit techno, hard techno"
Jet Life,"Hip-Hop, rap, southern rap, hip hop, New Orleans"
The Plot to Blow Up the Eiffel Tower,"experimental, post-hardcore, hardcore, punk, indie"
Maria Bethânia,"mpb, Bossa Nova, female vocalists, brasil, brazilian"
Piotr Rogucki,"polish, poezja śpiewana, poetry, rock, acoustic"
Ugly Casanova,"indie, indie rock, folk, alternative, rock"
Zerkalo,"electro, electronic, abstract, gerald donald, nu electro"
Badem,"turkish rock, turkish, rock, Turkce, BADEM"
Bar Italia,"indie rock, Lo-Fi, experimental, hypnagogic pop, indie"
Idan Rabinovici,"singer-songwriter, indie, folk, indie rock, favorites"
Robin Borneman,"folk, experimental, netherlands, seen live, rock"
Darlene Love,"soul, pop, female vocalists, 60s, christmas"
The Ethiopians,"ska, reggae, rocksteady, roots reggae, roots"
Upon a Burning Body,"deathcore, metalcore, hardcore, death metal, seen live"
Toktok vs. Soffy O.,"electronic, electro, Electroclash, german, electronica"
Odyssey,"Disco, Progressive metal, funk, Drum and bass, 70s"
La Sera,"indie pop, Lo-Fi, female vocalists, indie, seen live"
Pluralone,"indie, alternative rock, electronica, alternative, Experimental Rock"
Delays,"indie, britpop, alternative, seen live, indie rock"
Mombojó,"brazilian, alternative rock, alternative, brasil, mpb"
Steve Hillage,"Progressive rock, space rock, Psychedelic Rock, psychedelic, Canterbury Scene"
A Camp,"swedish, female vocalists, indie, pop, singer-songwriter"
Cowtown,"seen live, Leeds, LMS Artist, diy, west yorkshire"
Haddaway,"dance, eurodance, 90s, pop, electronic"
If Lucy Fell,"seen live, mathcore, hardcore, experimental, post-hardcore"
Dark Moor,"Power metal, symphonic metal, symphonic power metal, metal, spanish"
Maria Taylor,"female vocalists, indie, singer-songwriter, seen live, folk"
The Boy,"experimental, Greek, punk, singer-songwriter, trap"
Curren$y & Wiz Khalifa,"Hip-Hop, rap, underground rap, taylor gang, currensy wiz khalifa"
Abul Mogard,"ambient, drone, dark ambient, noise, electronic"
Die Kreuzen,"hardcore punk, hardcore, punk, Old school Hardcore, alternative rock"
Rufige Kru,"Drum and bass, jungle, dnb, Drum n Bass, old skool"
Tender Forever,"female vocalists, indie, indie pop, electronic, seen live"
Germlin,"chiptune, 8-bit, experimental, seen live, PostEverything"
Ernest Ranglin,"reggae, jazz, ska, guitar, world"
Boy & Bear,"folk, australian, indie, indie folk, seen live"
Cymphonic,"ambient, electronic, drone, psychedelic, holland"
System F,"trance, progressive trance, dance, electronic, electronica"
Even as We Speak,"twee, indie pop, Sarah Records, australian, indie"
Onyx,"Hip-Hop, rap, hardcore rap, Gangsta Rap, hip hop"
Mashrou' Leila,"lebanese, indie rock, arabic, folk, rock"
Хиподил,"bulgarian, punk, seen live, rock, ska"
Jonquil,"experimental, indie, folk, seen live, alternative"
Ice Choir,"synthpop, indie pop, new wave, electropop, Indietronic"
OVERWERK,"electronic, House, electro house, dance, electro"
Martha and the Muffins,"new wave, Canadian, 80s, female vocalists, canada"
Frànçois & The Atlas Mountains,"french, indie folk, seen live, folk, singer-songwriter"
Carolina Liar,"indie rock, alternative rock, indie, alternative, rock"
Mick Turner,"seen live, post-rock, instrumental, post rock, experimental"
Local H,"Grunge, rock, alternative, alternative rock, post-grunge"
Mad Monks,"ska, seen live, ska punk, german, bremen"
Rena Jones,"ambient, idm, downtempo, electronic, chillout"
Sed Non Satiata,"screamo, french, french screamo, emo, real screamo"
Mélanie Pain,"french, female vocalists, pop, lounge, acid jazz"
Wreck and Reference,"experimental, drone, noise, doom metal, Sludge"
In-Grid,"dance, french, pop, female vocalists, electronic"
Scissors and Sellotape,"ambient, experimental, post-rock, modern classical, neoclassical"
Hector Zazou,"ambient, world, experimental, electronic, downtempo"
matryoshka,"ambient, post-rock, electronic, japanese, female vocalists"
Typhoon,"seen live, nederhop, Hip-Hop, dutch, indie"
Shahmen,"Hip-Hop, rap, trip hop, abstract, underground hip-hop"
Fie,"pop, boybands, 90s, dance, british"
Michael Cashmore,"neofolk, apocalyptic folk, instrumental, experimental, singer-songwriter"
Seasick Steve,"blues, seen live, blues rock, folk, singer-songwriter"
Chillwalker,"chillout, lounge, ambient, downtempo, electronic"
Kaizers Orchestra,"seen live, norwegian, rock, alternative rock, alternative"
Dirty Elegance,"trip-hop, downtempo, electronic, ambient, beautiful"
Daughn Gibson,"experimental, seen live, electronic, Lo-Fi, singer-songwriter"
Ginormous,"idm, ambient, experimental, electronic, hymen"
Charlie Puth,"pop, rnb, soul, american, male vocalists"
Frankie Valli,"oldies, 60s, classic rock, swing, jazz"
Walter Meego,"electronic, synthpop, funk, Electro Indie, electronica"
Guerre Froide,"coldwave, post-punk, new wave, french, cold wave"
Amari,"italian, seen live, indie, alternative, hip hop"
Modest Petrovich Mussorgsky,"Classical, russian, romantic, composers, composer"
Schneider TM,"electronic, electronica, idm, indietronica, seen live"
Velvet Revolver,"hard rock, rock, alternative rock, seen live, alternative"
彩冷える,"J-rock, visual kei, japanese, oshare kei, jrock"
Jesca Hoop,"female vocalists, folk, singer-songwriter, indie, seen live"
きのこ帝国,"shoegaze, post-rock, japanese, indie, indie rock"
Feed Me,"dubstep, electronic, electro, House, breakbeat"
Cold Specks,"soul, Canadian, seen live, acoustic, female vocalists"
New Radicals,"alternative, rock, 90s, alternative rock, pop"
Cave,"Psychedelic Rock, techno, psychedelic, krautrock, seen live"
העברית,"indie, hebrew, rock, alternative, israeli"
Dauwd,"future garage, electronic, dubstep, post-dubstep, seen live"
Dads,"emo, math rock, punk, rock, garage"
Andrew Manze: La Stravaganza Köln,"emo, math rock, punk, rock, garage"
International Pony,"electronic, german, electro, electronica, electropop"
The Neon Judgement,"ebm, industrial, new wave, electronic, electro"
Mel Tormé,"jazz, swing, vocal jazz, male vocalists, jazz vocal"
Amélie-les-crayons,"french, chanson francaise, nouvelle scene francaise, chanson, female vocalists"
ムック,"J-rock, japanese, visual kei, rock, jrock"
Janek Schaefer,"ambient, experimental, electronic, soundscape, Field Recording"
Laurent Chambert,"electronic, drone, experimental, noise, electro-acoustic"
Jasper TX,"ambient, drone, post-rock, experimental, noise"
Tiger Lou,"seen live, swedish, indie, indie rock, singer-songwriter"
Tower of Power,"funk, soul, jazz, Fusion, funky"
Benjamin Shaw,"indie, electronic, seen live, rock, alternative"
Hecker,"noise, experimental, electronic, seen live, glitch"
Béla Fleck,"bluegrass, banjo, jazz, Fusion, instrumental"
Tied & Tickled Trio,"jazz, electronic, acid jazz, electronica, morr music"
Mrs Jynx,"idm, electronic, electronica, ambient, experimental"
iKON,"Gothic Rock, darkwave, Gothic, goth, goth rock"
Kultur Shock,"gypsy punk, balkan, punk, Balkan Punk, Gypsy"
The Move,"psychedelic, 60s, Psychedelic Rock, classic rock, rock"
Cymbals,"japanese, shibuya-kei, pop, female vocalists, j-pop"
Roman Flügel,"House, electronic, electro, techno, minimal"
NZCA/LINES,"electronic, indie, electro, pop, london"
Antigen Shift,"Rhythmic Noise, industrial, idm, noise, powernoise"
brakence,"pop, emo rap, anti-pop, indie, USA"
Krzysztof Penderecki,"contemporary classical, Classical, Avant-Garde, polish, composers"
The Shortwave Set,"indie, indie pop, alternative, british, seen live"
Half Asleep,"female vocalists, singer-songwriter, folk, Belgium, post-rock"
Adam Green & Binki Shapiro,"folk, indie, seen live, female vocalists, pop"
Chilly Friday,"rock, greenland, metal, greenlandic"
The Wannadies,"swedish, indie, pop, rock, alternative"
Burl Ives,"folk, oldies, christmas, male vocalists, golden oldies"
Oriol,"electronic, lounge, chillwave, dubstep, electronica"
Blamstrain,"idm, ambient, electronic, techno, electronica"
John Parish and Polly Jean Harvey,"alternative, rock, female vocalists, singer-songwriter, indie"
Борис Акунин,"MDS, russian, literature, russian literature, Russia"
Pomplamoose,"indie, female vocalists, indie pop, singer-songwriter, soul"
Humble Pie,"classic rock, blues rock, hard rock, rock, 70s"
Made In Heights,"electronic, trip-hop, downtempo, witch house, mythical filth pop"
Show Me the Body,"noise rock, post-hardcore, hardcore, punk, no wave"
Substance,"dub techno, techno, minimal, minimal techno, electronic"
Johnny Marr,"seen live, indie rock, british, rock, britpop"
Lloyd Banks,"rap, Hip-Hop, G-Unit, hip hop, Gangsta Rap"
Congo Natty,"jungle, Ragga Jungle, Drum and bass, ragga, dnb"
Wicked Lady,"hard rock, Psychedelic Rock, heavy psych, psychedelic, proto-metal"
The Mount Fuji Doomjazz Corporation,"dark ambient, drone, jazz, experimental, ambient"
Angélique Kidjo,"african, female vocalists, world, World Music, africa"
Déportivo,"rock, french, rock francais, French rock, seen live"
Daniel O'Sullivan,"folk punk, under 2000 listeners, United Kingdom, british, punk"
Valgeir Sigurðsson,"ambient, icelandic, experimental, electronic, electronica"
Magic City Hippies,"funk, indie, indie pop, american, Indie Funk"
dOP,"minimal, electronic, House, experimental, tech house"
Miles Davis Quintet,"jazz, bebop, trumpet, Fusion, instrumental"
Léo Ferré,"chanson francaise, french, chanson, singer-songwriter, anarchist"
The Dendrites,"ska, reggae, ska-jazz, traditional ska, instrumental ska"
Ralph Vaughan Williams,"Classical, contemporary classical, british, composers, instrumental"
COOLRUNNINGS,"Lo-Fi, shoegaze, indie, surf rock, rock"
Hollywood Porn Stars,"rock, belgian, seen live, indie rock, indie"
Park Ave.,"indie, Saddle Creek, Omaha, indie pop, conor oberst"
Andrew Thomas,"ambient, electronic, minimal, Kompakt, electronica"
Hello Seahorse!,"indie pop, indie, mexican, dream pop, twee"
Clues,"indie, Canadian, seen live, experimental, indie pop"
The Milkshakes,"Garage Rock, garage, billy childish, psychobilly, rock"
Hanzel und Gretyl,"industrial metal, industrial, industrial rock, german, metal"
bbno$,"rap, hip hop, Hip-Hop, seen live, canada"
Captain Murphy,"Hip-Hop, abstract hip-hop, rap, underground hip-hop, hip hop"
Soldout,"Electroclash, electronic, electro, belgian, Belgium"
J.Period,"Hip-Hop, mixtape, hip hop, USA, Brooklyn"
Jahbitat,"electronic, Hip-Hop, abstract hip-hop, dub, abstract hip hop"
Aspidistrafly,"ambient, electronic, experimental, singapore, japanese"
ô paradis & Nový Svět,"neofolk, dark folk, experimental, apocalyptic folk, folk"
Microstoria,"glitch, ambient, idm, experimental, electronic"
Jean-Pierre Mader,"french, chanson francaise, French 80s, 80s, cake music"
Liaisons Dangereuses,"ebm, electronic, industrial, Neue Deutsche Welle, NDW"
Paolo Benvegnù,"italian, singer-songwriter, seen live, indie, alternative"
Paul & Fritz Kalkbrenner,"minimal, electronic, minimal techno, techno, german"
Lucien-N-Luciano,"minimal, electronic, minimal techno, techno, House"
Stone People,"breakbeat, belarus, electronic, breaks, electronica"
Ana Carolina,"mpb, female vocalists, brasil, brazilian, brazil"
Ohio Players,"funk, soul, 70s, Disco, rhythm and blues"
Florence & The Machine,"indie, female vocalists, british, alternative, indie pop"
Dock Boggs,"folk, country, blues, banjo, americana"
Dark Day,"minimal synth, no wave, post-punk, electronic, new wave"
Innerpartysystem,"electronic, Electro-Rock, Synth-Rock, electronica, seen live"
Mondkopf,"electronic, ambient, techno, experimental, dark ambient"
Anna Domino,"new wave, 80s, female vocalists, pop, sophisticated pop"
Birch Book,"folk, neofolk, singer-songwriter, neoclassical, wyrd folk"
The Millennium,"sunshine pop, psychedelic, 60s, baroque pop, soft rock"
Andrea Parker,"electronic, trip-hop, electro, techno, idm"
Liberato,"italian, pop, trap, Canzone Napoletana, electronic"
G. Love,"blues, alternative, singer-songwriter, funk, chill"
Invisible,"Progressive rock, Rock Argentino, argentina, psychedelic, Spinetta"
Uton,"drone, experimental, finnish, psych-folk, finnish underground"
Captain,"indie, seen live, indie pop, british, indie rock"
Clio,"Italo Disco, pop, female vocalists, Disco, electronic"
Электрофорез,"synthpop, experimental, russian, electronic, sberpunk"
The Marvelettes,"motown, soul, 60s, female vocalists, oldies"
Blankenberge,"shoegaze, dream pop, post-rock, russian, drone"
SS501,"k-pop, Korean, ss501, Kpop, pop"
David Garrett,"violin, instrumental, Classical, classic, David Garrett"
Chuck Norris,"powerviolence, hardcore, grindcore, power violence, god"
Kool Savas,"Deutschrap, rap, hip hop, german, german hiphop"
Steroid Maximus,"industrial, experimental, electronic, jazz, Ipecac"
Lena,"pop, german, female vocalists, indie, Eurovision"
Flatbush ZOMBiES,"Hip-Hop, rap, underground hip-hop, hip hop, Brooklyn"
MC Frontalot,"nerdcore, Hip-Hop, Nerdcore hip-hop, rap, hip hop"
Teho Teardo & Blixa Bargeld,"experimental, Avant-Garde, electronic, seen live, modern classical"
Nada,"italian, ambient, psychill, female vocalists, pop"
Sutekh,"minimal, electronic, idm, minimal techno, electronica"
Purson,"Psychedelic Rock, occult rock, hard rock, rock, seen live"
Floor,"Sludge, doom metal, Stoner Rock, stoner, stoner metal"
David Peck,"drone, SIDDISIZER, Hip-Hop, electronic, hip hop"
Ranvir Bassi,"experimental, under 2000 listeners, electronic, indie, pop"
Tierra Whack,"Hip-Hop, rap, rnb, hip hop, seen live"
Charley Patton,"blues, delta blues, country blues, Classic Blues, folk"
King Tubby & Friends,"dub, reggae, dub reggae, jamaica, experimental"
Philip Selway,"singer-songwriter, indie, alternative, folk, british"
Sven Väth,"techno, electronic, minimal, electro, trance"
Project Pablo,"House, outsider house, deep house, electronic, canada"
Michael Peters,"ambient, experimental, minimal, drone, field recordings"
Reinhard Voigt,"techno, minimal, Kompakt, electronic, minimal techno"
Airbag,"Progressive rock, rock, norwegian, punk rock, punk"
Snakadaktal,"dream pop, australian, alternative, synthpop, indie"
Elliot Goldenthal,"Soundtrack, instrumental, Classical, score, Soundtracks"
Borknagar,"black metal, viking metal, Progressive metal, folk metal, norwegian"
Lite,"post-rock, math rock, instrumental, japanese, post rock"
PinkPantheress,"british, rnb, UK Garage, electronic, Drum and bass"
Nu Shooz,"80s, pop, dance, Disco, old school"
Lindsey Buckingham,"singer-songwriter, rock, classic rock, pop, male vocalist"
Jon McLaughlin,"singer-songwriter, piano rock, acoustic, pop, indie"
